drugbank_id,drug_name,dilirank_name,n_targets,dilirank,is_dili,Z,I_T,mu_T,pool_size,smiles,targets,target_list,logp,mw,hbd,hba,tpsa,rotatable,k,n_dili_hits,n_cyp_hits,n_tf_hits,n_transporter_hits,n_network_hits,network_fraction,dili_fraction,has_network_targets,has_transporter_targets,high_logp,ecnp_z,ecnp_eligible,y_pred_full,n_alerts,alert_names,y_pred_updated,y_pred_ecfp,y_pred_combined,drug_name_lower,livertox_cat,livertox_dili,has_livertox,consensus,final_label,y_pred,pred_binary,correct,fn,fp
DB01267,Paliperidone,Paliperidone,3,vLess-DILI-concern,1,-0.002670790108699,0.0401407873989792,0.0405175684636718,244,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,"['ADRA1A', 'ADRA1B', 'ADRA2B']","['ADRA1A', 'ADRA1B', 'ADRA2B']",3.0813200000000016,426.4920000000002,1.0,7.0,84.39,4.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.002670790108699,0,0.9944495,3,"halogenated_aromatic,lipophilic_amine",0.9888576,0.838346794742915,0.822932487668822,paliperidone,,,False,,1,0.8986958676289715,1,True,False,False
DB01275,Hydralazine,Hydralazine hydrochloride,3,vLess-DILI-concern,1,-0.3042304366596409,0.0614813246071698,0.0791922754095371,453,C1=CC=C2C(=C1)C=NN=C2NN.Cl,"['AOC3', 'HIF1A', 'P4HA1']","['AOC3', 'HIF1A', 'P4HA1']",1.3371999999999995,196.641,2.0,4.0,63.83,1.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.3042304366596409,0,0.96459955,1,hydrazine,0.9631685,0.8460606263863659,0.7092424643983674,hydralazine,,,False,,1,0.7818976051165738,1,True,False,False
DB01278,Pramlintide,Pramlintide acetate,3,vNo-DILI-concern,0,-0.0041688027616082,0.0214068632609637,0.0219566947593822,384,CCC(C)C(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N)NC(=O)C4CCCN4C(=O)CNC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC6=CNC=N6)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C8CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N8)C(C)O)C)C(C)O)CC(=O)N)NC(=O)C(CCCCN)N.CC(=O)O,"['RAMP1', 'RAMP2', 'RAMP3']","['RAMP1', 'RAMP2', 'RAMP3']",-23.73423000000041,4009.5069999999855,57.0,60.0,1727.9399999999987,109.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.0041688027616082,0,0.19016346,49,"carboxylic_acid,lipophilic_amine",0.07323088,0.22229406254478,0.2084615384615384,pramlintide,,,False,,0,0.19436425339366514,0,True,False,False
DB01280,Nelarabine,Nelarabine,4,vLess-DILI-concern,1,0.0265103991249973,0.0550720835908156,0.0521666177589556,484,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,"['POLA1', 'LIG1', 'PRIM1', 'RRM1']","['POLA1', 'LIG1', 'PRIM1', 'RRM1']",-1.9713999999999987,297.2710000000001,4.0,10.0,148.77,3.0,4,0,0,0,0,0,0.0,0.0,0,0,0,0.0265103991249973,0,0.1646323,0,,0.03808422,0.4023726333420037,0.3553437773267169,nelarabine,,,False,,1,0.32623954957011747,0,False,True,False
DB01373,Calcium,Calcium acetate,12,vNo-DILI-concern,0,0.5991449064974206,0.3243788194926008,0.2772183694068044,1808,CC(=O)[O-].CC(=O)[O-].[Ca+2],"['TNNC1', 'SPTBN1', 'CAST', 'AOC1', 'S100A13', 'S100A8', 'S100A9', 'CP', 'BMP4', 'MGP', 'PDCD6', 'CALM1']","['TNNC1', 'SPTBN1', 'CAST', 'AOC1', 'S100A13', 'S100A8', 'S100A9', 'CP', 'BMP4', 'MGP', 'PDCD6', 'CALM1']",-2.8683999999999985,158.166,0.0,4.0,80.25999999999999,0.0,12,0,0,0,0,0,0.0,0.0,0,0,0,0.5991449064974206,0,0.6349635,2,carboxylic_acid,0.71174103,0.5943099136232713,0.494009126075796,calcium,,,False,,0,0.51769619594166,1,False,False,True
DB01380,Cortisone acetate,Cortisone acetate,3,vNo-DILI-concern,0,-0.3949442494698393,0.0774937477280359,0.1105712515228478,531,CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)CCC34C)C)O,"['NR3C1', 'ESRRA', 'ANXA1']","['NR3C1', 'ESRRA', 'ANXA1']",2.5606000000000004,402.48700000000025,1.0,6.0,97.74,3.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.3949442494698393,0,0.90440875,2,"carboxylic_acid,michael_acceptor",0.8632647,0.5186528048513899,0.4884796139408965,cortisone acetate,,,False,,0,0.4757014503992532,0,True,False,False
DB01396,Digitoxin,Digoxin,4,vNo-DILI-concern,0,0.0019981265450498,0.0288441453267431,0.0285623850995487,264,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,"['ATP1B2', 'ATP1B3', 'ATP1A1', 'ATP1B1']","['ATP1B2', 'ATP1B3', 'ATP1A1', 'ATP1B1']",2.2181000000000024,780.9490000000003,6.0,14.0,203.06,7.0,4,0,0,0,0,0,0.0,0.0,0,0,0,0.0019981265450498,0,0.09680873,2,"carboxylic_acid,michael_acceptor",0.128635,0.2460636658907246,0.1724728209582155,digitoxin,,,False,,0,0.23147520481350006,0,True,False,False
DB01406,Danazol,Danazol,3,vMost-DILI-concern,1,1.1785952866975673,0.2621738211874455,0.1623773847058854,296,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5,"['ESR1', 'AR', 'CCL2']","['ESR1', 'AR', 'CCL2']",4.221000000000004,337.4630000000001,1.0,3.0,46.260000000000005,0.0,3,1,0,0,0,1,0.3333333333333333,0.3333333333333333,1,0,1,1.1785952866975673,1,0.9933195,0,,0.9912725,0.562102355073988,0.6648437314432621,danazol,,,False,,1,0.6328236056351654,1,True,False,False
DB01429,Aprindine,Arginine hydrochloride,4,vNo-DILI-concern,0,-0.0068609643419131,0.0339771643328508,0.0349384985276353,152,C(CC(C(=O)O)N)CN=C(N)N.Cl,"['CALM2', 'CALM1', 'CALM3', 'CALM1']","['CALM2', 'CALM1', 'CALM3', 'CALM1']",-1.1262999999999996,210.665,4.0,3.0,127.71999999999998,5.0,4,0,0,0,0,0,0.0,0.0,0,0,0,-0.0068609643419131,0,0.053489864,3,"carboxylic_acid,lipophilic_amine",0.036728088,0.4137940988257666,0.2963272064738068,aprindine,,,False,,0,0.30747035608921947,0,True,False,False
DB01472,4-Methoxyamphetamine,Methamphetamine hydrochloride,3,vNo-DILI-concern,0,0.0407229279134931,0.0895055440538364,0.0858987460782253,350,CC(CC1=CC=CC=C1)NC.Cl,"['ADRA1A', 'MAOA', 'MAOB']","['ADRA1A', 'MAOA', 'MAOB']",2.2588000000000004,185.698,1.0,1.0,12.03,3.0,3,0,0,0,0,0,0.0,0.0,0,0,0,0.0407229279134931,0,0.0069380202,0,,0.015642636,0.5597020364346764,0.5103167419300493,4-methoxyamphetamine,,,False,,0,0.552695860323321,1,False,False,True
DB01577,Metamfetamine,Methamphetamine hydrochloride,4,vNo-DILI-concern,0,-0.1265981667787962,0.1032161833711832,0.1143308969530867,353,CC(CC1=CC=CC=C1)NC.Cl,"['ADRA1B', 'ADRA2B', 'MAOA', 'MAOB']","['ADRA1B', 'ADRA2B', 'MAOA', 'MAOB']",2.2588000000000004,185.698,1.0,1.0,12.03,3.0,4,0,0,0,0,0,0.0,0.0,0,0,0,-0.1265981667787962,0,0.50560397,0,,0.53058785,0.6808105398973158,0.591595563376815,metamfetamine,,,False,,0,0.526586343319646,1,False,False,True
DB01586,Ursodeoxycholic acid,Deoxycholic acid,3,vNo-DILI-concern,0,2.8308392317884685,0.3705551596614105,0.2319733092330972,318,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,"['AKR1C2', 'BLVRA', 'NR1H4']","['AKR1C2', 'BLVRA', 'NR1H4']",4.477900000000006,392.58000000000015,3.0,3.0,77.76,4.0,3,1,0,0,0,1,0.3333333333333333,0.3333333333333333,1,0,1,2.8308392317884685,1,0.25099772,1,carboxylic_acid,0.17169783,0.2756443166955322,0.2952469048854144,ursodeoxycholic acid,,,False,,0,0.2993883665859458,0,True,False,False
DB01708,Prasterone,Progesterone,7,vLess-DILI-concern,1,7.342381526134787,0.7066959679297662,0.278434132446711,690,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,"['G6PD', 'ESR1', 'AR', 'PPARA', 'SIGMAR1', 'NR1I2', 'NR1I3']","['G6PD', 'ESR1', 'AR', 'PPARA', 'SIGMAR1', 'NR1I2', 'NR1I3']",4.723500000000005,314.4690000000001,0.0,2.0,34.14,1.0,7,3,0,3,0,3,0.4285714285714285,0.4285714285714285,1,0,1,7.342381526134787,1,0.72194314,1,michael_acceptor,0.8489649,0.6559354631010536,0.7683053471493889,prasterone,,,False,,1,0.8331618286816093,1,True,False,False
DB01812,"Adenosine 3',5'-diphosphate",Adenosine,3,vNo-DILI-concern,0,0.0107563964697618,0.1539079215499771,0.1528781649830577,379,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,"['RNASE1', 'SULT2A1', 'SULT1E1']","['RNASE1', 'SULT2A1', 'SULT1E1']",-1.979999999999999,267.245,4.0,9.0,139.54000000000002,2.0,3,0,0,0,0,0,0.0,0.0,0,0,0,0.0107563964697618,0,0.5216756,0,,0.45964482,0.2624491424034003,0.2197114894997977,"adenosine 3',5'-diphosphate",,,False,,0,0.17669617772568036,0,True,False,False
DB01942,Formic acid,Folic acid,9,vNo-DILI-concern,0,1.919918303844513,0.3139620121178693,0.1701865671087059,1182,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,"['ALAD', 'CA2', 'HMOX1', 'RNASE1', 'CTBP1', 'CASK', 'ACYP2', 'GPHN', 'CYTH2']","['ALAD', 'CA2', 'HMOX1', 'RNASE1', 'CTBP1', 'CASK', 'ACYP2', 'GPHN', 'CYTH2']",-0.0447999999999986,441.40400000000017,6.0,9.0,213.28,9.0,9,1,0,0,0,1,0.1111111111111111,0.1111111111111111,1,0,0,1.919918303844513,1,0.28630936,4,"aniline,carboxylic_acid,lipophilic_amine",0.11097701,0.270597092572701,0.2438753616897709,formic acid,,,False,,0,0.2572800730673005,0,True,False,False
DB02266,Flufenamic acid,Mefenamic acid,5,vMost-DILI-concern,1,3.4927574480260537,0.5293303748141275,0.2963846551113775,318,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,"['AR', 'PTGS2', 'AKR1C3', 'PPARA', 'PPARG']","['AR', 'PTGS2', 'AKR1C3', 'PPARA', 'PPARG']",3.7452400000000017,241.29,2.0,2.0,49.33,3.0,5,2,0,1,0,2,0.4,0.4,1,0,1,3.4927574480260537,1,0.7889458,3,"aniline,carboxylic_acid",0.87965995,0.7857365489492111,0.8381372737224896,flufenamic acid,,,False,,1,0.8797220099243152,1,True,False,False
DB02383,Tolrestat,Tolrestat,4,vMost-DILI-concern,1,-0.1178273795838717,0.0742303111510728,0.088788209965954,658,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC,"['SIGMAR1', 'AKR1B1', 'AKR1A1', 'AKR1B10']","['SIGMAR1', 'AKR1B1', 'AKR1A1', 'AKR1B10']",3.5591000000000017,357.35300000000007,1.0,3.0,49.77000000000001,4.0,4,0,0,0,0,0,0.0,0.0,0,0,1,-0.1178273795838717,0,0.98671234,1,carboxylic_acid,0.9619413,0.7554521672914053,0.790251886748523,tolrestat,,,False,,1,0.8648095575406297,1,True,False,False
DB02546,Vorinostat,Vorinostat,6,vNo-DILI-concern,0,0.0542190775213173,0.0529831436663484,0.0457060466216027,461,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,"['HDAC1', 'HDAC2', 'HDAC3', 'HDAC6', 'HDAC8', 'HDAC1']","['HDAC1', 'HDAC2', 'HDAC3', 'HDAC6', 'HDAC8', 'HDAC1']",2.4710999999999994,264.3249999999999,3.0,3.0,78.43,8.0,6,0,0,0,0,0,0.0,0.0,0,0,0,0.0542190775213173,0,0.017162297,3,"aniline,lipophilic_amine",0.010958291,0.626086660664609,0.5319198328009801,vorinostat,,,False,,0,0.543337022757064,1,False,False,True
DB02659,Cholic Acid,Folic acid,17,vNo-DILI-concern,0,-1.2266445854326016,0.4191507198833699,0.5589746795848047,1067,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,"['FECH', 'CES1', 'ADH1C', 'COX4I1', 'MT-CO1', 'MT-CO2', 'MT-CO3', 'COX5A', 'COX5B', 'COX6C', 'COX7B', 'COX7C', 'COX8A', 'COX6A2', 'COX6B1', 'COX7A1', 'NR1H4']","['FECH', 'CES1', 'ADH1C', 'COX4I1', 'MT-CO1', 'MT-CO2', 'MT-CO3', 'COX5A', 'COX5B', 'COX6C', 'COX7B', 'COX7C', 'COX8A', 'COX6A2', 'COX6B1', 'COX7A1', 'NR1H4']",-0.0447999999999986,441.40400000000017,6.0,9.0,213.28,9.0,17,1,0,0,0,1,0.0588235294117647,0.0588235294117647,1,0,0,-1.2266445854326016,1,0.024547955,4,"aniline,carboxylic_acid,lipophilic_amine",0.017978951,0.270597092572701,0.1970269401946712,cholic acid,,,False,,0,0.23641681977978724,0,True,False,False
DB03366,Imidazole,Tinidazole,5,vLess-DILI-concern,1,0.7489778154404158,0.1411733298641893,0.0875046782741898,636,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,"['AK2', 'PIM1', 'LTA4H', 'GPHN', 'CYCS']","['AK2', 'PIM1', 'LTA4H', 'GPHN', 'CYCS']",0.5344199999999997,247.276,0.0,6.0,95.1,5.0,5,0,0,0,0,0,0.0,0.0,0,0,0,0.7489778154404158,0,0.9658469,0,,0.9323193,0.7656364076201568,0.6850852704357326,imidazole,,,False,,1,0.784441438566397,1,True,False,False
DB03435,Uridine-5'-Diphosphate,Uridine triacetate,8,vNo-DILI-concern,0,-0.0526828225477335,0.0754627041217941,0.080597741588173,781,CC(=O)OCC1C(C(C(O1)N2C=CC(=O)NC2=O)OC(=O)C)OC(=O)C,"['GALT', 'B3GAT1', 'CMPK1', 'GALE', 'B3GAT3', 'GALE', 'GYG1', 'GPR17']","['GALT', 'B3GAT1', 'CMPK1', 'GALE', 'B3GAT3', 'GALE', 'GYG1', 'GPR17']",-1.1394999999999986,370.3140000000002,1.0,10.0,142.99,5.0,8,0,0,0,0,0,0.0,0.0,0,0,0,-0.0526828225477335,0,0.0068989387,3,carboxylic_acid,0.004602052,0.4270446932611158,0.3116836744091961,uridine-5'-diphosphate,,,False,,0,0.3484660200189767,0,True,False,False
DB03600,Capric acid,Valproic acid,3,vMost-DILI-concern,1,-0.0456305233285847,0.0580105323548704,0.0613596134014386,303,CCCC(CCC)C(=O)O,"['FURIN', 'GLTP', 'PPARG']","['FURIN', 'GLTP', 'PPARG']",2.2874,144.214,1.0,1.0,37.3,5.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.0456305233285847,0,0.3169524,1,carboxylic_acid,0.5470749,0.6945124843772215,0.7388568027117792,capric acid,,,False,,1,0.7212292440417387,1,True,False,False
DB03619,Deoxycholic acid,Deoxycholic acid,5,vNo-DILI-concern,0,6.221586620808898,0.5642404195017421,0.2815481052986136,493,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,"['PCNA', 'EFL1', 'NR1H4', 'GSTP1', 'GSTA1']","['PCNA', 'EFL1', 'NR1H4', 'GSTP1', 'GSTA1']",4.477900000000006,392.58000000000015,3.0,3.0,77.76,4.0,5,2,0,0,0,2,0.4,0.4,1,0,1,6.221586620808898,1,0.25605622,1,carboxylic_acid,0.18686971,0.2091062094483827,0.2504925052218817,deoxycholic acid,,,False,,0,0.29359430092153416,0,True,False,False
DB04005,Uridine 5'-triphosphate,Uridine triacetate,3,vNo-DILI-concern,0,-0.0454076798599282,0.0304590416118849,0.0340705988790605,471,CC(=O)OCC1C(C(C(O1)N2C=CC(=O)NC2=O)OC(=O)C)OC(=O)C,"['P2RY2', 'P2RY11', 'UCK2']","['P2RY2', 'P2RY11', 'UCK2']",-1.1394999999999986,370.3140000000002,1.0,10.0,142.99,5.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.0454076798599282,0,0.0651581,3,carboxylic_acid,0.016962228,0.4742818721393976,0.424202783581283,uridine 5'-triphosphate,,,False,,0,0.371423919956816,0,True,False,False
DB04224,Oleic Acid,Folic acid,6,vNo-DILI-concern,0,0.4776076430707365,0.3913829156488327,0.3358070448849024,445,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,"['FABP4', 'FABP1', 'PPARA', 'PPARD', 'RXRA', 'PPARG']","['FABP4', 'FABP1', 'PPARA', 'PPARD', 'RXRA', 'PPARG']",-0.0447999999999986,441.40400000000017,6.0,9.0,213.28,9.0,6,1,0,2,0,2,0.3333333333333333,0.1666666666666666,1,0,0,0.4776076430707365,1,0.14900985,4,"aniline,carboxylic_acid,lipophilic_amine",0.22710378,0.089987735108003,0.1557183368258234,oleic acid,,,False,,0,0.06193669737715693,0,True,False,False
DB04465,Lactose,Lactulose,3,vNo-DILI-concern,0,1.6693250477055408,0.2088437688815539,0.1112738663672703,430,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,"['LGALS3', 'GLB1', 'GLTP']","['LGALS3', 'GLB1', 'GLTP']",-5.395599999999993,342.297,8.0,11.0,189.53,5.0,3,1,0,0,0,1,0.3333333333333333,0.3333333333333333,1,0,0,1.6693250477055408,1,0.5216407,0,,0.8999485,0.6073901746323574,0.555871475757381,lactose,,,False,,0,0.4188534634870054,0,True,False,False
DB04468,Afimoxifene,Tamoxifen citrate,4,vMost-DILI-concern,1,4.765865253506153,0.4442921263482613,0.1924115079270953,279,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,"['ESR1', 'ESRRA', 'NR1I2', 'SHBG']","['ESR1', 'ESRRA', 'NR1I2', 'SHBG']",4.747600000000004,563.6470000000004,4.0,6.0,144.60000000000002,13.0,4,1,0,1,0,1,0.25,0.25,1,0,1,4.765865253506153,1,0.94616383,3,carboxylic_acid,0.9740114,0.7442619181264668,0.7399042237698497,afimoxifene,,,False,,1,0.9104244416777505,1,True,False,False
DB04652,Corticosterone,Corticotropin,4,vNo-DILI-concern,0,0.0646534690156682,0.177299535498264,0.1706694415292582,611,CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C4CCCN4C(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C6CCCN6C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(C(C)C)NC(=O)C7CCCN7C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC8=CNC9=CC=CC=C98)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC1=CN=CN1)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CO)N,"['HSD11B1', 'NR3C1', 'NCOA1', 'NR3C2']","['HSD11B1', 'NR3C1', 'NCOA1', 'NR3C2']",-15.1620900000003,4541.14199999999,63.0,61.0,1836.2499999999984,145.0,4,0,0,0,0,0,0.0,0.0,0,0,0,0.0646534690156682,0,0.3364196,59,"carboxylic_acid,lipophilic_amine",0.18725084,0.1866048396609372,0.2186386723661051,corticosterone,,,False,,0,0.14831277220258093,0,True,False,False
DB04820,Nialamide,Nialamide,3,vMost-DILI-concern,1,-0.5824222955480198,0.1146196018084103,0.1973469899685497,355,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,"['MAOB', 'MAOA', 'COMT']","['MAOB', 'MAOA', 'COMT']",1.0224999999999995,298.346,3.0,4.0,83.12,7.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.5824222955480198,0,0.9957526,1,hydrazine,0.99337065,0.7850525370660282,0.7430832651033776,nialamide,,,False,,1,0.6789676746506143,1,True,False,False
DB04855,Dronedarone,Dronedarone hydrochloride,5,vMost-DILI-concern,1,-0.3194457580678452,0.0676736556615575,0.0989603832077148,602,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC.Cl,"['ADRA1A', 'ADRA1B', 'ADRA2B', 'KCND3', 'THRA']","['ADRA1A', 'ADRA1B', 'ADRA2B', 'KCND3', 'THRA']",7.470800000000008,593.2300000000004,1.0,6.0,88.85,18.0,5,0,0,0,0,0,0.0,0.0,0,0,1,-0.3194457580678452,0,0.89794743,4,"aniline,furan,lipophilic_amine",0.8621192,0.7910660937702256,0.8176048515770405,dronedarone,,,False,,1,0.8265792114525722,1,True,False,False
DB04892,Phenserine,Phenelzine sulfate,3,vLess-DILI-concern,1,0.6953461284973982,0.2340357360841755,0.1485506346123936,352,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O,"['ACHE', 'BCHE', 'APP']","['ACHE', 'BCHE', 'APP']",0.0396000000000001,234.277,4.0,4.0,112.65,3.0,3,0,0,0,0,0,0.0,0.0,0,0,0,0.6953461284973982,0,0.54089975,1,hydrazine,0.39028254,0.8297390573785697,0.6885201275851638,phenserine,,,False,,1,0.8228116784244055,1,True,False,False
DB04899,Nesiritide,Nesiritide,3,vNo-DILI-concern,0,-0.0303670608164453,0.0418287398531023,0.0452185176115755,444,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=N)N)CC(=O)O)CCSC)CCCCN)CCCNC(=N)N)CC2=CC=CC=C2)NC(=O)CNC(=O)C(CO)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CCSC)NC(=O)C(CCCCN)NC(=O)C3CCCN3C(=O)C(CO)N)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC4=CNC=N4)C(=O)O)CC(C)C)CO)CO)CO)CO,"['NPR1', 'NPR2', 'NPR3']","['NPR1', 'NPR2', 'NPR3']",-20.215620000000182,3464.1009999999937,56.0,53.0,1512.739999999999,87.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.0303670608164453,0,0.06623416,44,"carboxylic_acid,lipophilic_amine",0.07369523,0.1116860465116278,0.2072283969622331,nesiritide,,,False,,0,0.3387631578947369,0,True,False,False
DB04946,Iloperidone,Risperidone,3,vLess-DILI-concern,1,0.0128925092738145,0.0367509631099716,0.0351940811743788,471,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,"['ADRA1A', 'ADRA2B', 'ADRB2']","['ADRA1A', 'ADRA2B', 'ADRB2']",3.5904200000000026,410.49300000000017,0.0,6.0,64.16,4.0,3,0,0,0,0,0,0.0,0.0,0,0,1,0.0128925092738145,0,0.9462253,3,"halogenated_aromatic,lipophilic_amine",0.89660645,0.8576221657404364,0.8639969178476625,iloperidone,,,False,,1,0.899141543547141,1,True,False,False
DB05424,Canertinib,Ceritinib,3,vMost-DILI-concern,1,0.0012953307391921,0.0553846824765048,0.0552178840613806,72,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,"['ERBB2', 'AKT1', 'EGFR']","['ERBB2', 'AKT1', 'EGFR']",6.361920000000006,558.1480000000001,3.0,8.0,105.23999999999998,9.0,3,0,0,0,0,0,0.0,0.0,0,0,1,0.0012953307391921,0,0.9598298,4,"aniline,lipophilic_amine",0.95417863,0.8432144900483994,0.8270239805072555,canertinib,,,False,,1,0.8780542980554877,1,True,False,False
DB05667,Levoketoconazole,Ketoconazole,3,vMost-DILI-concern,1,-0.1717987318554057,0.1030298558317398,0.1271955553586503,481,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,"['CYP17A1', 'CYP11A1', 'CYP51A1']","['CYP17A1', 'CYP11A1', 'CYP51A1']",4.205800000000004,531.4400000000003,0.0,7.0,69.06,7.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.1717987318554057,0,0.97552425,4,"aminophenol,aniline,chlorinated_aromatic",0.99834645,0.8915600455155206,0.8708250653073774,levoketoconazole,,,False,,1,0.8829340008083508,1,True,False,False
DB06151,Acetylcysteine,Acetylcysteine,4,vNo-DILI-concern,0,-1.116526505782144,0.1836005675598949,0.2645902367459503,193,CC(=O)NC(CS)C(=O)O,"['GSS', 'ACY1', 'IKBKB', 'CHUK']","['GSS', 'ACY1', 'IKBKB', 'CHUK']",-0.4945,163.198,3.0,3.0,66.4,3.0,4,0,0,0,0,0,0.0,0.0,0,0,0,-1.116526505782144,0,0.39653525,1,carboxylic_acid,0.23045126,0.4296611251331233,0.4738036167183845,acetylcysteine,,,False,,0,0.4571544894611745,0,True,False,False
DB06176,Romidepsin,Romidepsin,6,vNo-DILI-concern,0,0.0169238920830793,0.0496122374772686,0.0476343855272436,332,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C,"['HDAC1', 'HDAC2', 'HDAC4', 'HDAC6', 'ABCC1', 'HDAC1']","['HDAC1', 'HDAC2', 'HDAC4', 'HDAC6', 'ABCC1', 'HDAC1']",1.4296000000000006,540.7080000000002,4.0,8.0,142.7,2.0,6,0,0,0,0,0,0.0,0.0,0,0,0,0.0169238920830793,0,0.9965006,5,"carboxylic_acid,michael_acceptor,lipophilic_amine",0.99611735,0.5777338614378806,0.5818955769819341,romidepsin,,,False,,0,0.5757489586099364,1,False,False,True
