dilirank_name,is_dili,n_targets_uniprot,n_targets_mapped,ecnp_z,ecnp_mu_T,ecnp_sigma_T,pool_size,I_T,k,drugbank_id,smiles
Isoniazid,1,7,7,3.428952403120051,0.15775606692801947,0.08511669471884489,409,0.4496171618298384,4,DB00951,C1=CN=CC=C1C(=O)NN
Isoproterenol hydrochloride,0,5,5,2.3744399982754576,0.07345693780156301,0.0511885634226168,375,0.1950011102464844,2,DB01064,CC(C)NCC(C1=CC(=C(C=C1)O)O)O.Cl
Isosorbide dinitrate,0,1,1,-0.3075362904628033,0.01550469807635676,0.0035259767709792103,147,0.0144203322599518,1,DB00883,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]
Isotretinoin,1,2,2,-0.35903952111434695,0.12450271186093144,0.1411396982859852,269,0.0738279821781079,2,DB00982,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
Isradipine,1,7,7,-0.04244018412800258,0.0077333951135130875,0.0010487726572990857,143,0.0076888850088289,1,DB00270,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC
Istradefylline,0,2,2,-0.13984752067468,0.012848974552764098,0.0023318209191622694,235,0.0125228751785619,1,DB11757,CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)C=CC3=CC(=C(C=C3)OC)OC)C
Itraconazole,1,2,2,,0.0,0.0,0,0.0,0,DB01167,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
Ivabradine hydrochloride,0,1,1,,0.0,0.0,0,0.0,0,DB09083,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CC3CC4=CC(=C(C=C34)OC)OC.Cl
Ivacaftor,1,1,1,,0.0,0.0,0,0.0,0,DB08820,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C
Ivermectin,1,2,2,,0.0,0.0,0,0.0,0,DB00602,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C
Kanamycin,0,1,1,,0.0,0.0,0,0.0,0,DB01172,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
Ketamine hydrochloride,1,14,14,2.310097226287678,0.04881005159203969,0.04575681575861143,130,0.1545127447597643,1,DB01221,CNC1(CCCCC1=O)C2=CC=CC=C2Cl.Cl
Ketoconazole,1,8,8,4.78094752400873,0.26787778516739547,0.05917365903592607,615,0.550783943821743,5,DB01026,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
Ketoprofen,1,3,3,3.485271881745471,0.14893417617859092,0.052455652217266606,272,0.3317563858900497,2,DB01009,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O
Labetalol hydrochloride,1,3,3,-0.0026035578993332475,0.023321749846412543,0.10809287316395651,468,0.023040323792624898,2,DB00598,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O.Cl
Lactulose,0,1,1,,0.0,0.0,0,0.0,0,DB00581,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O
Lamivudine,1,3,3,,0.0,0.0,0,0.0,0,DB00709,C1C(OC(S1)CO)N2C=CC(=NC2=O)N
Lamotrigine,1,18,18,-0.005855936654330902,0.026299594890054012,0.09591047578367011,323,0.025737949219378102,2,DB00555,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
Lansoprazole,1,2,2,,0.0,0.0,0,0.0,0,DB00448,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
Leflunomide,1,4,3,3.235271455409861,0.10202416223096203,0.03892287787632408,473,0.2279502379866373,3,DB01097,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
Lemborexant,0,2,2,,0.0,0.0,0,0.0,0,DB11951,CC1=NC(=NC=C1OCC2(CC2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C
Lenalidomide,1,5,5,1.756626810212859,0.14106996324407373,0.07750284925375857,515,0.2772135461111117,3,DB00480,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
Letermovir,1,1,1,,0.0,0.0,0,0.0,0,DB12070,COC1=C(C=C(C=C1)C(F)(F)F)N2C(C3=C(C(=CC=C3)F)N=C2N4CCN(CC4)C5=CC(=CC=C5)OC)CC(=O)O
Letrozole,1,1,1,,0.0,0.0,0,0.0,0,DB01006,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
Leuprolide acetate,1,2,2,-0.09811671708299184,0.011664990759936275,0.0017585881212609912,228,0.011492443866777,1,DB00007,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6.CC(=O)O
Levetiracetam,1,3,3,,0.0,0.0,0,0.0,0,DB01202,CCC(C(=O)N)N1CCCC1=O
Levocarnitine,0,12,12,0.16743663835174052,0.26122597765526984,0.10244498472488806,1340,0.2783790215136005,8,DB00583,C[N+](C)(C)CC(CC(=O)[O-])O
Levofloxacin,1,4,4,,0.0,0.0,0,0.0,0,DB01137,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
Levoleucovorin,0,1,1,,0.0,0.0,0,0.0,0,DB11596,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
Levonorgestrel,0,6,6,1.282130380803873,0.19225362847394845,0.07717401341470197,549,0.2912007756815035,5,DB00367,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
Levorphanol tartrate,0,3,3,,0.0,0.0,0,0.0,0,DB00854,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O.C(C(C(=O)O)O)(C(=O)O)O
Levothyroxine sodium,1,4,4,-0.9846499263551541,0.1613514193932818,0.08788481755816752,492,0.074815640256896,3,DB00451,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)[O-])N.[Na+]
Lidocaine,0,8,8,1.1075687866038832,0.16140839598161622,0.0836194814017227,565,0.2540227235341682,4,DB00281,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
Linaclotide,0,1,1,,0.0,0.0,0,0.0,0,DB08890,CC1C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(NC(=O)CNC(=O)C(NC2=O)C(C)O)C(=O)NC(CC4=CC=C(C=C4)O)C(=O)O)C(=O)NC(CSSCC(C(=O)N3)N)C(=O)NC(C(=O)N5CCCC5C(=O)N1)CC(=O)N)CC6=CC=C(C=C6)O)CCC(=O)O
Linagliptin,1,1,1,-0.3779239582049532,0.05994888741087122,0.05496440896962158,207,0.039176520412676,1,DB08882,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C
Liothyronine sodium,0,3,3,-0.9655330412662333,0.14272336636826144,0.09069653261698178,386,0.0551528673982849,3,DB00279,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)[O-])N)I)I)O.[Na+]
Liraglutide,1,1,1,,0.0,0.0,0,0.0,0,DB06655,CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC6=CN=CN6)N)C(=O)O
Lisinopril,1,2,2,,0.0,0.0,0,0.0,0,DB00722,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O
Lofexidine hydrochloride,0,6,6,-0.07478464595336558,0.01339034171667704,0.0023436318194263424,242,0.0132150740408162,1,DB04948,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl.Cl
Lomitapide mesylate,1,1,1,0.1834142742522531,0.0483409545467857,0.04622709215643749,135,0.0568196631054507,1,DB08827,CS(=O)(=O)O.C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F
Lomustine,1,1,1,,0.0,0.0,0,0.0,0,DB01206,C1CCC(CC1)NC(=O)N(CCCl)N=O
Loperamide hydrochloride,0,7,7,-0.00549649355109064,0.018753822334680578,0.11808082986783343,265,0.0181047918148046,2,DB00836,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4.Cl
Loracarbef,1,2,2,,0.0,0.0,0,0.0,0,DB00447,C1CC(=C(N2C1C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl
Loratadine,0,2,2,,0.0,0.0,0,0.0,0,DB00455,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
Lorazepam,1,3,3,-0.5341522236995966,0.02755790755617818,0.011987079094581358,190,0.0211549826021446,1,DB00186,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl
Losartan potassium,1,2,2,-0.21933706305964418,0.06608139605891618,0.09138951152075345,401,0.0460362890074986,2,DB00678,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+]
Lovastatin,1,3,3,-0.08215127703701851,0.04326478481632834,0.08722377592312099,220,0.0360992402362532,3,DB00227,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
Lubiprostone,0,1,1,-0.1802429213656329,0.0017849140631695255,0.0006140236845075224,158,0.0016742406404862,1,DB01046,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F
Lumiracoxib,1,2,2,2.5383099739807014,0.07734422894122142,0.06548941841344119,168,0.2435766728902546,1,DB01283,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O
Lurasidone hydrochloride,0,6,6,,0.0,0.0,0,0.0,0,DB08815,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O.Cl
Lusutrombopag,0,1,1,,0.0,0.0,0,0.0,0,DB13125,CCCCCCOC(C)C1=CC=CC(=C1OC)C2=CSC(=N2)NC(=O)C3=CC(=C(C(=C3)Cl)C=C(C)C(=O)O)Cl
Macimorelin acetate,0,1,1,,0.0,0.0,0,0.0,0,DB13074,CC(=O)O.CC(C)(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC3=CNC4=CC=CC=C43)NC=O)N
Macitentan,1,2,2,-0.28057813706637547,0.10018378723711625,0.1436692973166528,435,0.0598733234423746,2,DB08932,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br
Maraviroc,1,1,1,,0.0,0.0,0,0.0,0,DB04835,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C
Maribavir,0,1,1,,0.0,0.0,0,0.0,0,DB06234,CC(C)NC1=NC2=CC(=C(C=C2N1C3C(C(C(O3)CO)O)O)Cl)Cl
Mebendazole,1,2,2,0.0017205218112170309,0.011497773930220816,0.13939620817432946,281,0.0117376081467857,2,DB00643,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
Mecamylamine hydrochloride,0,4,4,0.08187328544060735,0.008732696512342195,0.0010628443500014515,183,0.0088197150711888,1,DB00657,CC1(C2CCC(C2)C1(C)NC)C.Cl
Meclizine hydrochloride,0,2,2,3.3937534603048327,0.059612548819032496,0.04672011470402157,187,0.2181690997616444,1,DB00737,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl.O.Cl.Cl
Mefenamic acid,1,2,2,2.5383099739807014,0.07734422894122142,0.06548941841344119,168,0.2435766728902546,1,DB00784,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
Mefloquine hydrochloride,1,1,1,-0.13984752067468,0.012848974552764098,0.0023318209191622694,235,0.0125228751785619,1,DB00358,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O.Cl
Meloxicam,1,2,2,2.5383099739807014,0.07734422894122142,0.06548941841344119,168,0.2435766728902546,1,DB00814,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
Memantine hydrochloride,1,6,6,,0.0,0.0,0,0.0,0,DB01043,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl
Meperidine hydrochloride,0,12,12,0.9978390943684637,0.06124343441980838,0.05128960965980739,177,0.1124222120732626,1,DB00454,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2.Cl
Mepivacaine hydrochloride,1,1,1,,0.0,0.0,0,0.0,0,DB00961,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C.Cl
Meprobamate,0,9,9,0.008402357613779022,0.014019485616784778,0.070248487635645,277,0.0146097385317266,2,DB00371,CCCC(C)(COC(=O)N)COC(=O)N
Mercaptopurine,1,4,4,-0.026118584008412306,0.06504789297685974,0.12059747365664382,451,0.0618980577299564,4,DB01033,C1=NC2=C(N1)C(=S)N=CN2
Meropenem,1,1,1,,0.0,0.0,0,0.0,0,DB00760,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
Mesalamine,1,7,7,1.0942145862546437,0.3075191090519733,0.08311824284112725,283,0.3984683027525904,5,DB00244,C1=CC(=C(C=C1N)C(=O)O)O
Metaproterenol sulfate,0,1,1,0.013111658454856514,0.00980896800276412,0.0012417764770671757,226,0.0098252497518087,1,DB00816,CC(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O
Metformin hydrochloride,1,5,5,-0.009034110354073118,0.03411789904745194,0.09880055010360891,504,0.033225323974772805,4,DB00331,CN(C)C(=N)N=C(N)N.Cl
Methamphetamine hydrochloride,0,13,13,-0.12782241138456618,0.1143308969530867,0.08695434127325123,353,0.10321618337118321,4,DB01577,CC(CC1=CC=CC=C1)NC.Cl
Methazolamide,1,5,5,0.07467960236329348,0.008543519401918519,0.0010499375955103016,188,0.0086219283240575,1,DB00703,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C
Methimazole,1,1,1,,0.0,0.0,0,0.0,0,DB00763,CN1C=CNC1=S
Methionine,0,5,5,-0.9884791881563041,0.23144783266575347,0.11108772785881316,806,0.12163992561774539,5,DB00134,CSCCC(C(=O)O)N
Methotrexate sodium,1,5,5,-0.03777458627281804,0.07546580526580274,0.12623403650406181,500,0.07069736676331399,4,DB00563,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Na+].[Na+]
Methoxsalen,1,1,1,4.9833778895476595,0.024309774412892365,0.04406382986165373,103,0.2438964898742475,1,DB00553,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
Methscopolamine bromide,0,3,3,,0.0,0.0,0,0.0,0,DB00462,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-]
Methsuximide,0,1,1,,0.0,0.0,0,0.0,0,DB05246,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2
Methyldopa,1,3,3,-0.5830035362065616,0.06148165468339044,0.06126305015626447,278,0.0257650798034883,1,DB00968,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N
Methylergonovine maleate,0,2,2,,0.0,0.0,0,0.0,0,DB00353,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C.C(=CC(=O)O)C(=O)O
Methylphenidate hydrochloride,1,3,3,,0.0,0.0,0,0.0,0,DB00422,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl
Methylprednisolone,1,2,2,-0.4443044160465996,0.07722550584331826,0.05832058962039069,377,0.0513134103285372,2,DB00959,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
Methyltestosterone,1,2,2,0.021722011798488802,0.03278764721179323,0.12634287494629734,146,0.0355320686320317,2,DB06710,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C
Methysergide maleate,0,8,8,,0.0,0.0,0,0.0,0,DB00247,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C.C(=CC(=O)O)C(=O)O
Metoclopramide hydrochloride,1,4,4,,0.0,0.0,0,0.0,0,DB01233,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl.O.Cl
Metoprolol tartrate,1,3,3,0.013111658454856514,0.00980896800276412,0.0012417764770671757,226,0.0098252497518087,1,DB00264,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.C(C(C(=O)O)O)(C(=O)O)O
Metronidazole,1,1,1,,0.0,0.0,0,0.0,0,DB00916,CC1=NC=C(N1CCO)[N+](=O)[O-]
Metyrapone,0,2,2,,0.0,0.0,0,0.0,0,DB01011,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2
Metyrosine,0,1,1,,0.0,0.0,0,0.0,0,DB00765,CC(CC1=CC=C(C=C1)O)(C(=O)O)N
Mexiletine hydrochloride,1,2,2,2.7015487964612306,0.0607659476643289,0.0504049456027493,177,0.1969373677931301,1,DB00379,CC1=C(C(=CC=C1)C)OCC(C)N.Cl
Micafungin sodium,1,2,2,,0.0,0.0,0,0.0,0,DB01141,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)[O-])O)O)C(CC(=O)N)O)C)O)O)O.[Na+]
Midazolam hydrochloride,0,4,4,-0.08787092452692193,0.03884946567328667,0.058854597472633684,425,0.033677857780706505,2,DB00683,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F.Cl
Midodrine hydrochloride,0,3,3,-0.0025204734926219754,0.0267821379368882,0.13965227418029136,241,0.0264301480816324,2,DB00211,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl
Mifepristone,1,4,4,2.804929276035486,0.05890715756744218,0.058949306761872586,200,0.2242557939058152,2,DB00834,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O
Migalastat hydrochloride,0,1,1,-0.11524574481998456,0.009462047536866199,0.0010920042247492608,232,0.0093361986966384,1,DB05018,C1C(C(C(C(N1)CO)O)O)O.Cl
Miglitol,0,4,4,0.05843175850045084,0.046775728747038704,0.08522824256955192,276,0.051755764834280606,3,DB00491,C1C(C(C(C(N1CCO)CO)O)O)O
Miglustat,0,1,1,0.06218218672070952,0.004990502684120654,0.0007941245337050827,205,0.005039883084155,1,DB00419,CCCCN1CC(C(C(C1CO)O)O)O
Milnacipran hydrochloride,1,3,3,,0.0,0.0,0,0.0,0,DB04896,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2.Cl
Minocycline hydrochloride,1,11,11,-1.7781221531125795,0.3524377465007731,0.06605744411427461,386,0.23497954174318522,6,DB01017,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl
Minoxidil,0,3,3,,0.0,0.0,0,0.0,0,DB00350,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
Mirtazapine,1,7,6,-0.07478464595336558,0.01339034171667704,0.0023436318194263424,242,0.0132150740408162,1,DB00370,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
Mitotane,0,5,5,0.03571111881411186,0.04648341847204283,0.08380808164981328,364,0.0494762988334221,3,DB00648,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
Mitoxantrone hydrochloride,1,2,2,0.8291198202977613,0.020533243945996475,0.04324449209074846,131,0.0563881094571458,2,DB01204,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl.Cl
Modafinil,1,2,2,-0.07478464595336559,0.01339034171667704,0.002343631819426342,242,0.0132150740408162,1,DB00745,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
Montelukast sodium,1,2,2,0.4670353110227576,0.07774869841120681,0.06613206120812776,179,0.1086347061861208,1,DB00471,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)[O-])O.[Na+]
Morphine sulfate,0,4,4,-0.20081703758372826,0.05191044751788255,0.042985011468300784,251,0.0432783248543158,1,DB00295,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O.CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O.OS(=O)(=O)O
Moxifloxacin hydrochloride,1,6,6,3.4669115551390703,0.13940863578727103,0.062424820377511916,230,0.355829966881548,2,DB00218,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O.Cl
Moxisylyte,1,2,2,-0.07478464595336558,0.01339034171667704,0.0023436318194263424,242,0.0132150740408162,1,DB09205,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C
Mycophenolate mofetil,1,4,4,-0.45681202583468683,0.09739782982300677,0.10219423809110778,532,0.0507142728919755,3,DB00688,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O
Nabilone,0,2,2,,0.0,0.0,0,0.0,0,DB00486,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O
Nafcillin sodium,1,5,5,,0.0,0.0,0,0.0,0,DB00607,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+]
Nalbuphine hydrochloride,0,3,3,,0.0,0.0,0,0.0,0,DB00844,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O.Cl
Naloxone hydrochloride,0,7,7,0.023068305785926474,0.17594898286489316,0.0722057940015697,302,0.177614648200437,4,DB01183,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O.Cl
Nandrolone phenpropionate,1,1,1,-0.009817404209215176,0.01610714109775687,0.0039598309018468334,130,0.0160682658371933,1,DB00984,CC12CCC3C(C1CCC2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CCC35
Naproxen,1,4,4,3.395702172512969,0.11699247654651564,0.04497085855003617,419,0.2697001186246469,2,DB00788,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
Nefazodone hydrochloride,1,10,10,-0.0025204734926219754,0.0267821379368882,0.13965227418029136,241,0.0264301480816324,2,DB01149,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl
Nelarabine,1,4,4,0.026780820315978855,0.052166617758955675,0.1084905465022842,484,0.055072083590815696,4,DB01280,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N
Nelfinavir mesylate,1,1,0,,0.0,0.0,0,0.0,0,DB00220,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O.CS(=O)(=O)O
Neomycin sulfate,0,2,2,,0.0,0.0,0,0.0,0,DB00994,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O
Nesiritide,0,3,3,-0.030676770573357357,0.04521851761157558,0.11049982430084372,444,0.0418287398531023,3,DB04899,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=N)N)CC(=O)O)CCSC)CCCCN)CCCNC(=N)N)CC2=CC=CC=C2)NC(=O)CNC(=O)C(CO)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CCSC)NC(=O)C(CCCCN)NC(=O)C3CCCN3C(=O)C(CO)N)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC4=CNC=N4)C(=O)O)CC(C)C)CO)CO)CO)CO
Nevirapine,1,2,2,,0.0,0.0,0,0.0,0,DB00238,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
Niacin,1,5,5,1.2687778603528688,0.12909744336539747,0.08444313151048599,442,0.2362370190847678,3,DB00627,C1=CC(=CN=C1)C(=O)O
Nialamide,1,3,3,-0.587986491818031,0.19734698996854974,0.1406960692317091,355,0.1146196018084103,3,DB04820,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
Nifedipine,1,8,8,3.1772545365443756,0.05424891006032681,0.05211077127298012,254,0.2198180944902292,3,DB01115,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
Nifurtimox,0,1,0,,0.0,0.0,0,0.0,0,DB11820,CC1CS(=O)(=O)CCN1N=CC2=CC=C(O2)[N+](=O)[O-]
